fc	zscore	Group	GO_category
-1.838062858	1.27020889422145	Unconserved	Other
-0.802526898	0.305603636122221	Unconserved	Other
-0.802526898	0.305603636122221	Unconserved	PS/tetrapyrrole_synthesis
-0.873755887	0.439311401191911	Conserved	Other
-0.712978783	-0.374182607248182	Conserved	Other
-2.171823784	2.33970942391265	Unconserved	PS/tetrapyrrole_synthesis
-0.848166109	0.726287139139909	Conserved	PS/tetrapyrrole_synthesis
0.501752998	-0.9915429416202	Unconserved	Other
-0.64262497	0.941778339712653	Unconserved	PS/tetrapyrrole_synthesis
-0.254033807	-1.33898254268054	Unconserved	Other
-0.254033807	-1.33898254268054	Unconserved	PS/tetrapyrrole_synthesis
-0.864612353	-0.257886053699611	Unconserved	PS/tetrapyrrole_synthesis
-0.228355115	-0.257886053699611	Unconserved	Other
-1.637394318	1.73462552014024	Unconserved	Other
0.119772212	-1.60485920747412	Unconserved	Other
-0.424619636	-1.1425771094173	Unconserved	Other
-0.424619636	-1.1425771094173	Unconserved	Other
-0.839822708	0.800828660914933	Unconserved	Other
-0.656739181	0.800828660914933	Conserved	Other
-1.298729353	1.11142601027593	Conserved	Other
-0.057825968	-0.893194500569163	Unconserved	Other
0.548600432	-0.96398147736922	Unconserved	Other
-2.251035217	1.68590796435561	Conserved	PS/tetrapyrrole_synthesis
-1.171623586	-0.440759698979319	Unconserved	Other
-0.432982941	-0.405144150131376	Unconserved	Other
-0.618976709	0.626270219307576	Unconserved	Other
-0.316081026	0.626270219307576	Unconserved	PS/tetrapyrrole_synthesis
-2.159151446	1.54989185061884	Unconserved	PS/tetrapyrrole_synthesis
0.604038454	-0.208960815362645	Unconserved	Other
0.604038454	-0.208960815362645	Unconserved	Other
-0.329171237	-1.70153183433685	Unconserved	Other
-0.576105807	-0.0799260645221174	Unconserved	Other
0.609124201	-0.974387453343764	Unconserved	Other
0.196112978	-0.279967650908166	Unconserved	Other
-0.468070712	0.153826180936593	Unconserved	Other
-0.641108643	-0.532047439198585	Unconserved	Other
-0.044742147	-0.658494298110772	Unconserved	Other
-0.008355251	-0.0915672239974933	Unconserved	Other
-0.053448817	-0.493098872756396	Unconserved	Other
0.098674044	0.763611627624647	Unconserved	Other
-6.413147824	2.3188364116975	Unconserved	PS/tetrapyrrole_synthesis
-5.653009947	2.3188364116975	Unconserved	PS/tetrapyrrole_synthesis
-1.197587721	0.703422600455428	Conserved	Other
-0.850030593	0.0729595398153053	Unconserved	Other
0.415554285	-1.15614137885268	Unconserved	Other
0.042079403	-1.81874423735507	Unconserved	Other
-1.954923293	0.48280943339417	Unconserved	Other
-0.273047504	-0.409172655270811	Unconserved	PS/tetrapyrrole_synthesis
0.120609197	0.422954116479586	Unconserved	Other
0.812232443	0.183864729295604	Unconserved	Other
-0.424549465	0.283482756790851	Unconserved	Other
-2.540519018	1.72692594569306	Conserved	Other
-0.693146944	1.01128485479042	Unconserved	PS/tetrapyrrole_synthesis
0.099627007	-0.84674766186952	Unconserved	Other
-1.283778438	1.08509893905228	Unconserved	Other
-2.710356851	-0.960190255887805	Unconserved	Other
0.80387702	-0.451502475990252	Unconserved	Other
-0.778201782	-0.451502475990252	Unconserved	Other
0.353022341	-0.1997815426469	Unconserved	Other
-0.496040961	-0.284935380790598	Unconserved	Other
0.361553563	-0.557124874357066	Unconserved	Other
-0.75354113	0.646234165186265	Unconserved	Other
-0.06217485	0.646234165186265	Unconserved	Other
-0.161633882	-0.83501389855179	Unconserved	Other
-0.22428004	-0.878760342885679	Unconserved	Other
-1.152839373	0.783422785568423	Unconserved	Other
-0.683227928	-0.579565471329956	Conserved	Other
-1.003287503	-1.20992307312524	Unconserved	Other
-0.255341798	-1.38699689538827	Unconserved	Other
-3.125694697	0.197637250588713	Unconserved	Other
-3.125694697	0.197637250588713	Unconserved	Other
0.469937406	-1.92129835445261	Unconserved	Other
-0.240077105	-0.242387808778445	Unconserved	Other
-1.051666723	0.0104956996202449	Unconserved	PS/tetrapyrrole_synthesis
0.245762945	-1.06687841742882	Unconserved	Other
-0.325806659	-0.510637099886716	Unconserved	Other
-0.325806659	-0.510637099886716	Unconserved	Other
-0.039402786	-0.832981737749893	Unconserved	Other
0.316982268	-0.611164890743508	Unconserved	Other
0.42368824	-0.459137032774191	Unconserved	Other
-0.036114384	-0.000121531383308972	Unconserved	Other
-0.823947228	-1.21875347780122	Unconserved	Other
-1.652920859	-1.50615632611363	Conserved	Other
-0.761416699	-0.342114461257944	Unconserved	Other
-0.164959033	-1.17806338547534	Unconserved	Other
0.002743478	-0.479707933846804	Unconserved	Other
-0.68679225	-0.43455233283475	Unconserved	Other
0.632118715	-0.6487460117607	Unconserved	Other
-0.017043752	-1.33371467430926	Unconserved	Other
0.357221191	-1.7957718361028	Unconserved	Other
-0.92108551	0.668203354637229	Conserved	Other
0.115003993	-0.947841406720457	Unconserved	Other
-0.73002929	1.6968238340499	Unconserved	Other
-0.591267796	-0.572517965651308	Unconserved	Other
0.167697959	-0.57968794809749	Unconserved	Other
0.167697959	-0.57968794809749	Unconserved	Other
-0.507503606	-0.613230372933337	Unconserved	Other
0.19354042	-0.0275320242365355	Unconserved	Other
-0.73164456	-0.909021537625224	Unconserved	Other
-0.636401523	0.729765458288881	Unconserved	Other
-0.592550767	0.0036196083650928	Unconserved	Other
-0.214596457	0.261638460304544	Unconserved	Other
-0.707626103	-0.77237229312966	Unconserved	Other
0.357827421	-1.66866911254133	Unconserved	Other
-1.185294133	-0.00570542175694182	Unconserved	Other
0.483116532	-1.89115218776252	Unconserved	Other
0.37805548	-0.801490493901995	Unconserved	Other
0.121628123	-0.340604988301337	Unconserved	Other
-0.860482602	-0.0678161034762755	Unconserved	PS/tetrapyrrole_synthesis
0.06377705	-0.334392380434707	Unconserved	Other
-0.035709968	0.156760259299855	Conserved	Other
1.373762328	-1.73118311483667	Unconserved	Other
-2.604242391	1.8875209063785	Conserved	PS/tetrapyrrole_synthesis
-0.367353401	0.664270435732146	Unconserved	Other
-1.990226543	0.664270435732146	Conserved	Other
-3.260875165	-0.362368517195007	Unconserved	Other
1.042208162	-0.0495367547653948	Unconserved	Other
-0.034620116	-0.0260415948947489	Unconserved	Other
-0.036663722	0.299260729075024	Unconserved	Other
0.093100813	-0.493008971153765	Conserved	Other
-1.694403463	0.36394344934401	Unconserved	Other
-0.011641301	-0.0559034408307692	Unconserved	Other
-0.416050292	0.0392198316110661	Unconserved	Other
-2.451404851	2.38131959639936	Conserved	PS/tetrapyrrole_synthesis
-1.615408024	0.701155616889747	Unconserved	Other
0.209325523	0.105028447437437	Unconserved	Other
-0.855931091	0.378810509566496	Unconserved	Other
0.161466046	0.236026304357063	Unconserved	Other
-0.164802116	-0.0365818804927879	Unconserved	Other
0.039534126	-0.725570594905238	Unconserved	Other
-1.494444896	2.43371547774561	Conserved	PS/tetrapyrrole_synthesis
-0.051373064	-1.12214701195553	Unconserved	Other
-0.442651809	-0.220778613780409	Unconserved	Other
5.43840256	-0.0490796048975066	Unconserved	Other
-0.234597096	-0.751604317431331	Unconserved	Other
-0.486026342	-1.08567259760928	Unconserved	Other
0.314546326	-1.95163757235474	Unconserved	Other
0.944122436	-0.956957594395103	Conserved	Other
0.174791141	-0.804586330937368	Unconserved	Other
0.716785563	-1.10096044538909	Unconserved	Other
-0.494541512	-0.570182137982249	Unconserved	Other
-0.362145206	-1.14699334257815	Unconserved	Other
0.08267439	-0.544691531596804	Unconserved	Other
0.514537507	-0.514792609700085	Unconserved	Other
-1.867754442	-0.182452195283422	Unconserved	Other
-1.418320484	-0.150835888597245	Unconserved	Other
0.049459763	-0.634748737815057	Conserved	Other
1.247804708	-0.670435495596354	Unconserved	Other
-0.866373173	1.19553674171213	Unconserved	PS/tetrapyrrole_synthesis
0.183572475	-0.766916704909122	Unconserved	Other
0.183572475	-1.62812300866775	Unconserved	Other
0.183572475	-1.62812300866775	Unconserved	Other
-0.595309063	0.972316329466917	Unconserved	Other
-1.500647972	1.38166886408405	Unconserved	Other
-0.171087345	-1.85094758263495	Unconserved	Other
-0.302492594	-0.939209307335311	Unconserved	Other
-0.546013592	0.0850573786833207	Unconserved	Other
0.372211146	-0.519561855190869	Unconserved	Other
0.304221708	-0.219205565607478	Unconserved	Other
-0.262796351	0.689702952352213	Conserved	Other
-0.069657397	-0.513657838979198	Unconserved	Other
-1.797405149	-0.24622083905086	Unconserved	Other
-0.620347065	-0.895125125921489	Conserved	Other
-0.620347065	-0.895125125921489	Conserved	Other
-0.80099317	0.541362861689419	Unconserved	Other
-0.21482955	0.541362861689419	Unconserved	Other
0.199134467	-1.1572679246341	Unconserved	Other
0.698472499	-1.20707637854247	Unconserved	Other
-0.098580549	-0.600251510317863	Unconserved	Other
-1.834976532	1.39771392803349	Conserved	PS/tetrapyrrole_synthesis
-1.458816198	0.236906105086826	Unconserved	PS/tetrapyrrole_synthesis
-0.094407863	-0.466628028462731	Unconserved	Other
-0.962119506	-0.790719755105651	Unconserved	Other
-0.962119506	-0.790719755105651	Unconserved	Other
-0.414481631	-0.524893269558179	Unconserved	Other
-2.753394202	-0.392148566284781	Unconserved	Other
-0.273658144	2.06637555236507	Unconserved	Other
-2.552446561	2.06637555236507	Conserved	PS/tetrapyrrole_synthesis
-0.757100869	0.35997742374633	Unconserved	PS/tetrapyrrole_synthesis
-4.329984611	1.88373631471894	Unconserved	PS/tetrapyrrole_synthesis
-1.366978474	1.9213228120633	Unconserved	Other
-2.766729052	1.9213228120633	Conserved	PS/tetrapyrrole_synthesis
-2.069513044	1.00310966175267	Unconserved	Other
-0.499556573	-1.35282545780318	Unconserved	Other
-0.548829091	-1.05060328795017	Unconserved	Other
-0.667384144	-0.683009887761299	Unconserved	Other
-0.267321948	-1.5404906636401	Unconserved	Other
-1.037802673	0.624431509519883	Unconserved	PS/tetrapyrrole_synthesis
0.132619844	-0.786567210714795	Unconserved	Other
-0.739589474	1.1748824200783	Unconserved	Other
-0.739589474	1.1748824200783	Unconserved	Other
0.672655977	0.0218986372548714	Conserved	Other
0.435017861	-1.17801335086046	Unconserved	Other
-1.259279478	-0.268134561938951	Unconserved	Other
-0.344832373	-1.19069846217748	Unconserved	Other
-1.076659427	0.462720801325984	Unconserved	Other
-0.476593786	-0.681899054281211	Unconserved	Other
-0.476593786	-0.681899054281211	Unconserved	PS/tetrapyrrole_synthesis
0.347936754	-0.458257393645665	Unconserved	Other
-1.726795843	-0.115552976241971	Unconserved	Other
-1.093083986	0.981980103106176	Unconserved	PS/tetrapyrrole_synthesis
-0.656214973	0.0990195139594151	Unconserved	Other
0.391386003	-0.0172450248922979	Unconserved	Other
-3.260875165	0.20736729359937	Unconserved	Other
0.510724669	-0.327174541322799	Conserved	Other
-1.261902157	-0.487808012929006	Unconserved	Other
0.279412016	0.78892929595995	Unconserved	Other
0.567989133	-1.36057832155472	Unconserved	Other
-1.736981004	0.270828843745404	Unconserved	Other
0.380673955	0.527302390946315	Unconserved	Other
-0.131540706	-0.312815320378546	Unconserved	PS/tetrapyrrole_synthesis
-2.174111982	1.6846692895249	Unconserved	PS/tetrapyrrole_synthesis
-0.070028729	-0.322524112077892	Unconserved	Other
-2.062848003	1.13188883673733	Conserved	Other
0.151091328	-0.266215862274942	Unconserved	Other
0.151091328	-0.266215862274942	Unconserved	Other
0.568471171	0.491957166922989	Unconserved	Other
-0.854867934	0.129791605236626	Unconserved	Other
-0.113728073	-0.928314180128463	Unconserved	Other
0.060179864	-0.166275245728317	Unconserved	Other
-1.201682856	-0.206101511609553	Unconserved	Other
-0.027265031	0.0299830382133687	Conserved	Other
-0.01288155	-0.491702844671079	Unconserved	Other
0.891475277	-1.43942949947424	Unconserved	Other
-0.703957898	-0.719762443810027	Unconserved	Other
-0.133358993	0.47141613366953	Unconserved	Other
0.446028259	-0.409216657032378	Conserved	Other
0.262166816	-0.789437052521983	Unconserved	Other
-0.24374473	-0.512424981712048	Unconserved	Other
-0.776421083	-0.311932375276895	Unconserved	Other
-0.05097847	-0.311932375276895	Unconserved	Other
-0.106912887	0.296018947761245	Unconserved	Other
-0.267911844	0.639789863813374	Conserved	Other
-1.73998181	-0.110146124417524	Unconserved	Other
-0.733507766	0.0950317645365173	Unconserved	Other
-0.201318486	-0.660456009248472	Unconserved	Other
-1.430531648	-1.60452338879432	Unconserved	Other
0.866525766	-1.17227352948714	Unconserved	Other
0.218572426	-0.794173430627408	Unconserved	Other
-0.071285633	0.301125277132175	Unconserved	Other
0.053409318	-0.686072058119374	Unconserved	Other
-0.278566764	-1.33044048238453	Unconserved	Other
-0.99706514	0.780294400792132	Unconserved	Other
-1.917429292	-0.122944359931105	Unconserved	Other
-0.477898596	-0.530605815366418	Unconserved	Other
-1.60229242	-0.405545590371373	Unconserved	Other
-0.388738981	-0.516389641869488	Unconserved	Other
0.451859088	-0.969050268612264	Unconserved	Other
-2.641202761	-0.969050268612264	Unconserved	Other
-2.147388313	0.700782437005	Unconserved	Other
-0.338360418	0.345490263304407	Unconserved	Other
0.411861577	-0.779515449210792	Conserved	Other
-0.193479675	-0.846353453547159	Unconserved	Other
-0.193479675	-0.846353453547159	Unconserved	Other
-0.026750156	0.457851090890895	Unconserved	Other
-1.130804426	1.08332791566894	Unconserved	Other
-1.441742817	1.08332791566894	Unconserved	Other
-0.463589849	-0.51069640924651	Unconserved	PS/tetrapyrrole_synthesis
-1.018137519	-1.64513231945559	Unconserved	Other
-0.287090382	-0.265355320235258	Unconserved	Other
-0.056233733	-0.800869540031199	Unconserved	Other
-0.165189395	-1.04949431221167	Conserved	Other
-1.105142504	-1.36601797458741	Conserved	Other
-0.253121964	0.133732779210108	Unconserved	Other
0.19752526	-0.824938166827238	Unconserved	Other
-0.361446507	-1.32724982840595	Unconserved	Other
1.308642536	-1.9115200735982	Conserved	Other
0.154665799	0.135441128331955	Unconserved	Other
-0.794711623	-1.3167682827012	Unconserved	Other
-0.156386458	0.160397194629722	Unconserved	Other
-0.723133725	0.087411028180925	Unconserved	Other
-0.723133725	0.087411028180925	Unconserved	Other
-0.945121101	-0.26836224278854	Unconserved	Other
-0.022874709	-1.06705213884158	Unconserved	Other
-0.726420794	0.99589361956633	Unconserved	Other
1.726305052	-0.9240425666161	Unconserved	Other
-2.041594898	0.177771158962873	Unconserved	Other
0.50579303	-1.13452724370588	Unconserved	Other
-5.377260686	-1.18430743508864	Conserved	Other
-0.269153725	-1.05040059907272	Unconserved	Other
0.128390125	-0.146923303680084	Unconserved	Other
-0.304731859	-0.920268058411888	Unconserved	Other
-1.372635063	-0.484650586210667	Unconserved	Other
2.436895653	-1.15032782054614	Unconserved	Other
0.452266728	-1.42660537155061	Unconserved	Other
-0.771963709	-1.18662714096741	Unconserved	Other
0.088904952	-0.974203420566998	Unconserved	Other
-1.527304955	0.943258187817961	Conserved	PS/tetrapyrrole_synthesis
-0.183871945	-0.840946849732267	Conserved	Other
-0.209198624	-0.803036947929412	Unconserved	Other
-0.714367628	-0.464551251336087	Unconserved	Other
-0.643445475	-1.01251293281192	Unconserved	Other
-0.231341405	-0.706392106388774	Unconserved	Other
-0.032793614	-0.431606146263441	Unconserved	Other
-0.455185879	0.000672387636920207	Unconserved	Other
-0.77820179	0.000672387636920207	Unconserved	Other
-0.655497334	-1.61524769423174	Unconserved	Other
-0.260273706	-0.994136516444052	Unconserved	Other
0.371426118	-1.6141569840641	Unconserved	Other
0.030307621	-0.715239288471821	Unconserved	Other
-0.185805557	-0.229871723101662	Unconserved	Other
-0.065865413	-0.655080212321295	Unconserved	Other
-1.283842571	-0.942063489422054	Unconserved	Other
-1.353478693	0.224634297765862	Unconserved	Other
-0.528969726	-0.73104466449416	Unconserved	Other
-0.528969726	-0.73104466449416	Unconserved	Other
0.248503644	-0.742853711743552	Unconserved	Other
-1.73998347	-1.98942300329216	Unconserved	Other
-0.778201556	-1.89343995384551	Unconserved	Other
-0.842536829	-0.575674033876305	Unconserved	Other
0.098999125	-0.199862159802886	Unconserved	Other
-0.381172105	0.325880581142802	Unconserved	Other
-0.352707646	-0.53869511656499	Conserved	Other
-0.122635414	-0.615087816920278	Unconserved	Other
-0.30858391	-1.1078389060424	Unconserved	Other
-0.125923837	0.732375278252381	Unconserved	Other
-0.082459467	-1.34725333871061	Unconserved	Other
0.19993295	0.088686558120088	Unconserved	Other
0.089332915	-0.0604187465097133	Unconserved	Other
0.189267512	-0.421421798444359	Unconserved	PS/tetrapyrrole_synthesis
-1.121165781	0.936223394740501	Unconserved	PS/tetrapyrrole_synthesis
0.646964048	0.321917628823532	Unconserved	Other
0.538792678	-1.13968377020601	Unconserved	Other
0.538792678	-1.13968377020601	Unconserved	Other
-0.64370511	-0.422501272490137	Conserved	Other
-0.64370511	-0.422501272490137	Conserved	Other
0.175102326	-0.230892782961167	Unconserved	Other
-4.107527273	1.93704365076853	Conserved	PS/tetrapyrrole_synthesis
-1.029583441	-0.809044693310946	Conserved	Other
-0.663774105	0.290351848731194	Unconserved	Other
-0.502259076	-0.481754988045549	Conserved	Other
-0.378531993	-0.556693059551425	Unconserved	Other
0.078222088	-1.44608458738631	Unconserved	Other
4.989905936	-1.39308954730167	Unconserved	Other
-0.363308082	-0.482940893308263	Unconserved	Other
-0.406640651	-0.308107871744402	Conserved	Other
-0.041392144	-0.769777435900192	Unconserved	Other
-0.910552002	0.0452436740196507	Unconserved	Other
-0.146292484	-0.287784193677486	Unconserved	Other
-2.677097706	0.00204469374870055	Unconserved	PS/tetrapyrrole_synthesis
-1.463185078	0.35936419427156	Unconserved	Other
-0.563866621	0.601784375162955	Unconserved	Other
-0.052607337	1.48352474617161	Conserved	Other
2.582819762	0.6599464968995	Unconserved	Other
0.967401453	-1.45471460843354	Unconserved	Other
-0.587933837	-0.096743008588064	Unconserved	Other
0.044498598	0.599174110328918	Unconserved	Other
0.453153451	-1.43136110358473	Unconserved	Other
-3.450256348	1.56391223038916	Conserved	PS/tetrapyrrole_synthesis
-0.19277425	0.727315150147578	Unconserved	Other
-0.357131186	-0.998340640039993	Unconserved	Other
-2.279851016	1.71574930868245	Conserved	PS/tetrapyrrole_synthesis
0.856067376	-1.62559043393099	Unconserved	Other
-7.137855064	1.22214172263197	Unconserved	PS/tetrapyrrole_synthesis
-1.164393474	0.0883315285802826	Unconserved	Other
-0.083828771	0.00717630335645647	Unconserved	Other
-1.009926336	2.022057492427	Unconserved	Other
-0.413059865	-0.106727391244631	Unconserved	Other
-0.413059865	-0.106727391244631	Unconserved	Other
-0.208724191	-0.439777937229463	Unconserved	Other
-0.005544426	-0.313110873795682	Unconserved	Other
0.838254915	-0.994440777613784	Unconserved	Other
-3.121121624	1.57766002641774	Unconserved	Other
1.003476265	-1.9706862317705	Unconserved	Other
0.704328781	-0.311093608400538	Unconserved	Other
-1.989379958	-0.178819913408259	Unconserved	Other
-2.511003434	0.173366369660395	Unconserved	Other
-1.703976761	0.536109299911876	Unconserved	Other
1.70443131	-0.257014327937883	Unconserved	Other
-0.138853008	0.422612851802345	Unconserved	Other
-0.50241392	-0.508076083186089	Unconserved	Other
-0.313962734	-0.947525163527295	Unconserved	Other
-2.882718668	0.815837153619353	Unconserved	PS/tetrapyrrole_synthesis
-1.351446491	-0.394196409204969	Unconserved	Other
-0.037113233	-0.942046200245556	Unconserved	Other
0.585536316	-1.12440930089516	Conserved	Other
-1.915298039	-0.362846782184878	Unconserved	Other
-0.331776191	-0.0664380416161943	Unconserved	Other
-2.213237015	0.282347811747796	Unconserved	Other
-0.013078531	-0.127227749904245	Unconserved	Other
2.04578539	-0.61512241471293	Conserved	Other
-0.738646511	0.27729178693836	Unconserved	Other
0.303103841	-0.162687750657081	Unconserved	Other
-1.554183098	1.42624579869653	Conserved	PS/tetrapyrrole_synthesis
0.655352825	-1.55221031488556	Unconserved	Other
-1.315036293	0.786653021308317	Conserved	Other
-0.145389245	-0.779524687697237	Conserved	Other
-0.450145586	-1.74754277419738	Conserved	Other
-1.001295485	-0.378140708139052	Unconserved	Other
-1.871585243	-1.41160892743978	Unconserved	Other
0.188186455	-0.575285410952603	Unconserved	Other
0.370585271	0.115005814625581	Unconserved	Other
-0.196197788	-0.328455866533565	Unconserved	Other
-0.265181786	-2.08786850963344	Unconserved	Other
-0.634600364	-0.193713142940863	Unconserved	Other
-0.28100811	-0.623364298750389	Unconserved	Other
1.085626995	-0.943084845346319	Unconserved	Other
-0.301472771	-1.65511037801989	Unconserved	Other
-0.299664384	-0.930027507594533	Unconserved	PS/tetrapyrrole_synthesis
-1.121063318	0.482899390700166	Unconserved	Other
-0.168620849	0.482899390700166	Unconserved	Other
0.042529023	-1.32558696416454	Conserved	Other
-0.705907249	0.0995322643223098	Conserved	Other
-0.145270508	-0.621258286960024	Unconserved	Other
0.72344719	-0.671871230733476	Unconserved	Other
-0.023953618	-0.42158799281067	Conserved	Other
-0.023953618	-0.42158799281067	Conserved	Other
0.093356871	-1.54269820008727	Conserved	Other
-0.666385226	-0.423936462418727	Unconserved	Other
-2.614370321	1.47937395783837	Unconserved	Other
-0.820657043	0.604650149374722	Unconserved	Other
-0.820657043	0.604650149374722	Unconserved	PS/tetrapyrrole_synthesis
0.056743372	0.342939366893097	Unconserved	Other
-0.59998431	-0.0739439780206865	Unconserved	Other
1.170741278	-0.99725935155465	Unconserved	Other
-0.430099075	0.116048734214312	Unconserved	Other
-2.002133553	2.04769500997409	Unconserved	Other
